,Start_date_of_CEWS_period,RegionCode,RegionName,RuralUrbanFlag,CMACAFlag,Number_business_locations,Subsidy_amount,Supported_employees,CEWS_rehire_count,province_regionCode,province_regionName
25608,2020-09-27,35562,Sarnia,URBAN,CA,480,"12,614,000","11,058",25,35,Ontario
25609,2020-09-27,35566,Owen Sound,URBAN,CA,190,"1,414,000","3,105",10,35,Ontario
25610,2020-09-27,35568,Barrie,URBAN,CMA,"1,160","9,517,000","14,694",70,35,Ontario
25629,2020-09-27,35571,Midland,URBAN,CA,125,"1,187,000","1,648",5,35,Ontario
25630,2020-09-27,35575,North Bay,URBAN,CA,380,"4,301,000","5,993",25,35,Ontario
25631,2020-09-27,35580,Greater Sudbury,URBAN,CMA,690,"7,804,000","11,133",40,35,Ontario
25644,2020-09-27,35590,Sault Ste. Marie,URBAN,CA,350,"4,561,000","5,702",10,35,Ontario
25654,2020-09-27,35595,Thunder Bay,URBAN,CMA,585,"8,077,000","9,595",30,35,Ontario
25796,2020-09-27,46602,Winnipeg,URBAN,CMA,"4,040","43,955,000","63,529",235,46,Manitoba
25797,2020-09-27,46603,Winkler,URBAN,CA,120,"897,000","1,573",5,46,Manitoba
25798,2020-09-27,46610,Brandon,URBAN,CA,320,"2,405,000","3,816",15,46,Manitoba
26091,2020-09-27,47705,Regina,URBAN,CMA,"1,385","13,689,000","18,982",90,47,Saskatchewan
26092,2020-09-27,47710,Yorkton,URBAN,CA,105,"853,000","1,231",5,47,Saskatchewan
26093,2020-09-27,47715,Moose Jaw,URBAN,CA,170,"1,096,000","1,744",5,47,Saskatchewan
26094,2020-09-27,47720,Swift Current,URBAN,CA,160,"1,211,000","1,606",10,47,Saskatchewan
26095,2020-09-27,47725,Saskatoon,URBAN,CMA,"1,830","18,795,000","25,240",105,47,Saskatchewan
26096,2020-09-27,47735,North Battleford,URBAN,CA,100,"798,000",961,5,47,Saskatchewan
26097,2020-09-27,47745,Prince Albert,URBAN,CA,185,"2,267,000","2,768",15,47,Saskatchewan
26098,2020-09-27,47750,Estevan,URBAN,CA,170,"2,415,000","2,032",15,47,Saskatchewan
26099,2020-09-27,47840,Lloydminster (Saskatchewan part),URBAN,CA,135,"1,170,000","1,267",5,47,Saskatchewan
26348,2020-09-27,48805,Medicine Hat,URBAN,CA,530,"5,422,000","6,078",30,48,Alberta
26349,2020-09-27,48806,Brooks,URBAN,CA,160,"2,446,000","1,825",10,48,Alberta
26350,2020-09-27,48810,Lethbridge,URBAN,CMA,720,"6,722,000","10,006",30,48,Alberta
26351,2020-09-27,48825,Calgary,URBAN,CMA,"11,325","206,107,000","189,826",740,48,Alberta
26352,2020-09-27,48831,Sylvan Lake,URBAN,CA,100,"912,000",871,10,48,Alberta
26353,2020-09-27,48835,Edmonton,URBAN,CMA,"10,130","140,702,000","153,003",600,48,Alberta
26354,2020-09-27,48860,Wood Buffalo,URBAN,CA,425,"11,524,000","11,837",30,48,Alberta
26682,2020-09-27,59905,Cranbrook,URBAN,CA,185,"1,950,000","1,990",10,59,British Columbia
26683,2020-09-27,59907,Nelson,URBAN,CA,110,"679,000","1,082",0,59,British Columbia
26684,2020-09-27,59913,Penticton,URBAN,CA,240,"2,419,000","3,174",15,59,British Columbia
26685,2020-09-27,59915,Kelowna,URBAN,CMA,"1,335","14,776,000","18,122",65,59,British Columbia
26686,2020-09-27,59918,Vernon,URBAN,CA,380,"2,819,000","4,494",25,59,British Columbia
26687,2020-09-27,59920,Salmon Arm,URBAN,CA,100,"869,000","1,102",5,59,British Columbia
26688,2020-09-27,59925,Kamloops,URBAN,CA,595,"6,020,000","8,792",45,59,British Columbia
26689,2020-09-27,59930,Chilliwack,URBAN,CA,390,"3,188,000","4,994",35,59,British Columbia
26690,2020-09-27,59932,Abbotsford - Mission,URBAN,CMA,880,"8,035,000","11,532",60,59,British Columbia
26691,2020-09-27,59933,Vancouver,URBAN,CMA,"18,065","209,350,000","256,331","1,460",59,British Columbia
26692,2020-09-27,59934,Squamish,URBAN,CA,165,"1,438,000","1,731",10,59,British Columbia
26693,2020-09-27,59935,Victoria,URBAN,CMA,"2,180","21,928,000","27,567",110,59,British Columbia
26694,2020-09-27,59937,Duncan,URBAN,CA,245,"1,830,000","2,459",15,59,British Columbia
26695,2020-09-27,59938,Nanaimo,URBAN,CA,600,"3,936,000","6,617",45,59,British Columbia
26696,2020-09-27,59939,Parksville,URBAN,CA,120,"718,000","1,334",10,59,British Columbia
26697,2020-09-27,59940,Port Alberni,URBAN,CA,80,"1,235,000","1,001",5,59,British Columbia
26698,2020-09-27,59943,Courtenay,URBAN,CA,235,"1,393,000","2,212",5,59,British Columbia
26699,2020-09-27,59944,Campbell River,URBAN,CA,200,"1,893,000","2,633",10,59,British Columbia
26700,2020-09-27,59945,Powell River,URBAN,CA,65,"256,000",406,5,59,British Columbia
26701,2020-09-27,59950,Williams Lake,URBAN,CA,85,"1,640,000","1,438",5,59,British Columbia
26702,2020-09-27,59952,Quesnel,URBAN,CA,85,"866,000","1,138",5,59,British Columbia
26703,2020-09-27,59955,Prince Rupert,URBAN,CA,60,"334,000",580,0,59,British Columbia
26704,2020-09-27,59965,Terrace,URBAN,CA,100,"709,000","1,091",10,59,British Columbia
26705,2020-09-27,59970,Prince George,URBAN,CA,440,"4,180,000","5,416",20,59,British Columbia
26706,2020-09-27,59977,Fort St. John,URBAN,CA,290,"3,498,000","3,643",25,59,British Columbia
26710,2020-09-27,60000,Yukon - rural part excluding undetermined CSDs,RURAL,Not applicable,35,"222,000",235,0,60,Yukon
26723,2020-09-27,60990,Whitehorse,URBAN,CA,185,"1,784,000","2,087",5,60,Yukon
26727,2020-09-27,61000,Northwest Territories - rural part excluding undetermined CSDs,RURAL,Not applicable,65,,,0,61,Northwest Territories
26748,2020-09-27,62000,Nunavut - rural part excluding undetermined CSDs,RURAL,Not applicable,65,"1,311,000","1,369",0,62,Nunavut
26769,2020-09-27,TOTAL,Canada,Not applicable,Not applicable,"202,310","2,618,872,000","3,154,474","12,620",TO,
